===== sample12.csv =====
100,4.31
100,4.20
100,4.11
200,3.94
200,3.71
200,3.72
600,3.50
600,3.87

===== sample22.csv =====
Parameter,Value
Sample ID,22
Initial pH,8.07
Sample volume (mL),30

Acid (µL),pH
200,7.53
200,7.17
200,7.05
200,6.89
200,6.71
200,6.61
200,6.41
400,6.36
400,6.11
200,5.89
400,5.45
50,4.09
50,4.01
50,3.95
50,3.84
100,3.69
200,3.21
600,3.24

===== sample26.csv =====
Parameter,Value
Sample ID,26
Initial pH,6.41
Sample volume (mL),30

Acid (µL),pH
200,6.21
200,6.38
1000,6.20
1000,5.94
1000,5.83
200,5.73
200,3.62
200,3.50
200,3.40
200,3.27

===== sample28.csv =====
Parameter,Value
Sample ID,28
Initial pH,7.26
Sample volume (mL),30

Acid (µL),pH
200,6.98
200,6.87
200,6.54
200,5.95
200,5.84
200,5.05
50,4.97
50,4.76
50,4.56
50,4.38
50,4.24
100,3.90
200,3.71
400,3.17
400,3.32

===== sample30.csv =====
Parameter,Value
Sample ID,30
Initial pH,7.66
Sample volume (mL),30

Acid (µL),pH
+700,7.58
+200,7.81
+200,7.38
+200,7.26
+400,7.10
+400,6.95
+600,6.80
+600,6.56
+600,6.36
+1000,6.15
+400,5.97
+400,5.82
+400,5.24
+600,5.08
+100,3.96
+100,3.84
+100,3.74
+1000,3.68
+700,3.40
+200,3.31
+200,3.28
+400,3.16

===== sample32.csv =====
Parameter,Value
Sample ID,32
Initial pH,6.54
Sample volume (mL),30

Acid (µL),pH
+200,6.52
+600,6.39
+1000,6.10
+600,5.46
+600,5.82
+1000,5.60
+200,5.54
+200,5.44
+200,5.25
+200,5.20
+200,4.73
+200,4.36
+50,4.25
+50,4.12
+50,3.91
+100,3.74
+200,3.57
+400,3.37
+400,3.26
+200,3.21

===== Decan5.csv =====
Parameter,Value
Sample ID,"D5"
Initial pH,8.60
Sample volume (mL),30
Note,"Some headspace might have degassed"

Acid (µL),pH
+200,8.37
+1000,7.25
+500,7.03
+500,6.87
+500,6.71
+500,6.59
+250,6.42
+250,6.23
+750,6.08
+750,5.78
+500,5.55
+500,5.19
+500,4.82
+50,4.28
+20,4.24
+20,4.21
+20,4.16
+20,4.14
+50,4.01
+50,4.04
+1000,3.91
+100,3.81
+100,3.74
+100,3.66
+100,3.60
+400,3.50
+50,3.32
===== sample28.csv =====
Parameter,Value
Sample ID,28
Initial pH,7.26
Sample volume (mL),30

Acid (µL),pH
200,6.98
200,6.87
200,6.54
200,5.95
200,5.84
200,5.05
50,4.97
50,4.76
50,4.56
50,4.38
50,4.24
100,3.90
200,3.71
400,3.17
400,3.32

===== sample30.csv =====
Parameter,Value
Sample ID,30
Initial pH,7.66
Sample volume (mL),30

Acid (µL),pH
+700,7.58
+200,7.81
+200,7.38
+200,7.26
+400,7.10
+400,6.95
+600,6.80
+600,6.56
+600,6.36
+1000,6.15
+400,5.97
+400,5.82
+400,5.24
+600,5.08
+100,3.96
+100,3.84
+100,3.74
+1000,3.68
+700,3.40
+200,3.31
+200,3.28
+400,3.16

===== sample32.csv =====
Parameter,Value
Sample ID,32
Initial pH,6.54
Sample volume (mL),30

Acid (µL),pH
+200,6.52
+600,6.39
+1000,6.10
+600,5.46
+600,5.82
+1000,5.60
+200,5.54
+200,5.44
+200,5.25
+200,5.20
+200,4.73
+200,4.36
+50,4.25
+50,4.12
+50,3.91
+100,3.74
+200,3.57
+400,3.37
+400,3.26
+200,3.21

===== sample8_Decean5.csv =====
Parameter,Value
Sample ID,"8 / Decean5"
Initial pH,8.60
Sample volume (mL),30
Note,"Some headspace might have degassed"

Acid (µL),pH
+200,8.37
+1000,7.25
+500,7.03
+500,6.87
+500,6.71
+500,6.59
+250,6.42
+250,6.23
+750,6.08
+750,5.78
+500,5.55
+500,5.19
+500,4.82
+50,4.28
+20,4.24
+20,4.21
+20,4.16
+20,4.14
+50,4.01
+50,4.04
+1000,3.91
+100,3.81
+100,3.74
+100,3.66
+100,3.60
+400,3.50
+50,3.32

===== sampleDecean8.csv =====
Parameter,Value
Sample ID,Decean8
Initial pH,8.51
Sample volume (mL),30

Acid Volume (µL),pH
+500,7.00
+100,6.80
+200,6.56
+200,6.27
+200,5.97
+100,5.46
+50,5.06
+20,4.80
+20,4.69
+10,4.64
+10,4.58
+10,4.54
+10,4.49
+10,4.46
+10,4.37
+20,4.31
+20,4.24
+20,4.20
+20,4.14
+20,4.04
+50,3.96
+100,3.82
+100,3.73
+200,3.58
+200,3.48
+200,3.39
+200,3.33
+200,3.27


===== sampleDecean10.csv =====
Parameter,Value
Sample ID,Decean10
Initial pH,9.00
Sample volume (mL),30

Acid Volume (µL),pH
+500,8.38
+1000,7.43
+1000,6.92
+1000,6.61
+1000,6.38
+1000,6.08
+500,5.65
+500,5.53
+100,5.05
+50,4.78
+50,4.67
+50,4.54
+20,4.49
+20,4.44
+20,4.39
+20,4.33
+20,4.29
+20,4.24
+20,4.22
+50,4.10
+50,4.03
+100,3.97
+100,3.87
+200,3.64
+200,3.54
+500,3.36
+500,3.23


===== sampleD12.csv =====
Parameter,Value
Sample ID,D12
Initial pH,7.33
Sample volume (mL),30

Acid Volume (µL),pH
+200,7.10
+500,6.64
+500,6.18
+500,5.62
+200,5.27
+50,5.14
+50,5.00
+20,4.93
+20,4.89
+20,4.79
+20,4.71
+20,4.65
+20,4.59
+20,4.52
+50,4.12
+50,4.04
+100,3.94
+100,3.81
+200,3.57
+200,3.46
+200,3.37
+200,3.30
+200,3.24


===== sampleD13.csv =====
Parameter,Value
Sample ID,D13
Initial pH,8.14
Sample volume (mL),30

Acid Volume (µL),pH
+500,7.09
+500,6.52
+100,6.32
+200,6.07
+200,5.80
+200,5.32
+100,4.89
+20,4.47
+20,4.38
+20,4.32
+20,4.26
+20,4.21
+20,4.16
+50,4.07
+50,3.99
+100,3.92
+100,3.86
+200,3.78
+200,3.68
+200,3.55
+200,3.45
+200,3.37
+200,3.31
+200,3.25

===== sampleD14.csv =====
Parameter,Value
Sample ID,D14
Initial pH,7.79
Sample volume (mL),30

Acid Volume (µL),pH
+500,6.65
+200,6.37
+200,6.08
+200,5.70
+100,5.43
+100,5.02
+50,4.75
+20,4.65
+20,4.55
+20,4.48
+20,4.39
+20,4.30
+20,4.23
+20,4.17
+20,4.08
+50,3.98
+100,3.85
+200,3.67
+200,3.54
+200,3.46
+500,3.28
+500,3.17

===== sampleDecean20.csv =====
Parameter,Value
Sample ID,Decean20
Initial pH,7.79
Sample volume (mL),30

Acid Volume (µL),pH
200,7.13
200,6.80
500,6.01
200,5.57
50,5.40
50,5.18
50,4.94
25,4.78
25,4.63
25,4.52
25,4.32
25,4.29
20,4.24
20,4.20
50,4.01
50,3.93
50,3.86
200,3.65
200,3.51
500,3.27

===== sampleDecean17.csv =====
Parameter,Value
Sample ID,Decean17
Initial pH,6.84
Sample volume (mL),30

Acid Volume (µL),pH
100,6.76
500,6.19
200,5.91
200,5.60
200,5.00
50,4.74
50,4.67
25,4.56
25,4.47
25,4.39
25,4.32
25,4.29
25,4.21
50,4.06
50,3.94
200,3.71
200,3.55
500,3.30

===== sampleDecean18.csv =====
Parameter,Value
Sample ID,Decean18
Initial pH,7.36
Sample volume (mL),30

Acid Volume (µL),pH
200,6.90
200,6.60
200,6.33
200,5.88
200,5.21
50,4.97
50,4.68
25,4.58
25,4.41
25,4.33
25,4.25
25,4.16
50,4.05
50,3.95
100,3.80
200,3.60
500,3.33
500,3.16

===== sampleDecean16.csv =====
Parameter,Value
Sample ID,Decean16
Initial pH,7.23
Sample volume (mL),30

Acid Volume (µL),pH
+200,6.87
+200,6.53
+200,6.36
+200,6.18
+500,5.31
+50,5.19
+50,4.93
+50,4.68
+25,4.57
+25,4.39
+25,4.30
+25,4.23
+25,4.17
+50,4.01
+50,3.93
+200,3.70
+200,3.55
+500,3.32

===== sampleDecean19.csv =====
Parameter,Value
Sample ID,Decean19
Initial pH,7.24
Sample volume (mL),30

Acid Volume (µL),pH
+200,6.77
+200,6.57
+500,5.93
+200,5.56
+200,4.66
+25,4.54
+25,4.42
+25,4.33
+25,4.24
+25,4.17
+50,4.05
+200,3.72
+200,3.56
+500,3.33
+500,3.18

===== sampleDecean21.csv =====
Parameter,Value
Sample ID,Decean21
Initial pH,7.26
Sample volume (mL),30

Acid Volume (µL),pH
+200,6.90
+500,6.28
+200,5.93
+100,5.76
+100,5.58
+50,5.25
+100,4.71
+25,4.57
+25,4.46
+25,4.36
+25,4.26
+25,4.19
+50,4.07
+200,3.73
+500,3.42
+500,3.24

===== sample8.csv =====
Parameter,Value
Sample ID,8
Initial pH,7.42
Sample volume (mL),30

Acid (µL),pH
+200,7.37
+2000,6.886
+200,6.49
+200,6.16
+200,5.82
+1000,5.56
+2000,5.22
+1000,4.84
+200,4.62
+100,4.48
+50,4.18
+50,4.11
+50,4.04
+50,3.97
+50,3.89
+100,3.80
+100,3.71
+200,3.57
+200,3.45
+200,3.36
+600,3.17

===== sample9.csv =====
Parameter,Value
Sample ID,9
Initial pH,6.80
Sample volume (mL),30

Acid (µL),pH
+200,6.80
+3000,6.60
+3000,6.38
+3000,6.19
+3000,5.97
+3000,5.88
+3000,5.25
+2000,4.46
+100,4.39
+100,4.32
+100,4.24
+100,4.15
+100,4.06
+100,4.00
+100,3.93
+200,3.68
+200,3.58
+600,3.36

===== sample11.csv =====
Parameter,Value
Sample ID,11
Initial pH,6.56
Sample volume (mL),30

Acid (µL),pH
+200,6.53
+1000,6.35
+2000,5.85
+2000,5.48
+1000,4.99
+50,4.38
+50,4.27
+50,4.16
+50,4.08
+50,4.00
+50,3.92
+200,3.80
+200,3.61
+600,3.16

===== sample24.csv =====
Parameter,Value
Sample ID,24
Day,2
Date,25/05/24
Initial pH,8.58
Sample volume (mL),30

Acid (µL),pH
+200,7.88
+50,7.68
+50,7.58
+50,7.51
+50,7.42
+50,7.35
+50,7.26
+200,7.20
+200,7.15
+50,7.10
+50,7.05
+100,6.86
+200,6.71
+200,6.60
+200,6.46
+100,6.32
+200,6.20
+200,6.05
+200,5.90
+200,5.71
+200,5.45
+200,5.05
+50,4.88
+50,4.71
+20,4.53
+20,4.46
+20,4.40
+20,4.35
+20,4.27
+150,4.15
+100,3.98
+1000,3.83
+1000,3.72
+200,3.56
+200,3.45
+200,3.36
+600,3.18

Parameter,Value
Acid concentration,0.0104 N
Day,1
Date,24/05/24
Sample (Site),10
Sample volume (mL),30
Note,"200 µL of HCl was added initially"

Acid Added (µL),pH
200,7.74
+100,7.57
+100,7.38
+100,7.32
+100,7.24
+100,7.12
+100,7.00
+100,6.90
+100,6.82
+100,6.74
+100,6.69
+100,6.60
+100,6.49
+100,6.38
+100,6.30
+100,6.24
+100,6.09
+100,6.02
+100,5.93
+100,5.84
+100,5.74
+100,5.63
+100,5.50
+100,5.36
+100,5.29
+20,5.26
+20,5.22
+20,5.17
+20,5.13
+20,5.08
+20,5.02
+20,4.97
+20,4.90
+20,4.84
+20,4.77
+20,4.63
+20,4.56
+20,4.50
+20,4.42
+20,4.35
+20,4.28
+20,4.23
+20,4.12
+20,4.08
+20,4.04
+20,4.00
+20,3.98
+20,3.88
+50,3.78
+100,3.66
+200,3.50

Parameter,Value
Sample ID,1
Initial pH,6.55
Sample volume (mL),30

Acid Added (µL),pH
+200,6.58
+200,6.57
+200,6.50
+200,6.54
+200,6.52
+200,6.50
+200,6.49
+200,6.47
+200,6.46
+200,6.45
+1000,6.39
+1000,6.19
+1000,6.07
+1000,5.90
+1000,5.75
+1000,5.52
+1000,5.19
+600,4.82
+200,4.62
+20,4.36
+20,4.35
+50,4.28
+50,4.20
+50,4.13
+50,4.07
+50,4.00
+50,3.94
+50,3.90
+50,3.83
+50,3.79
+50,3.78
+100,3.70
+100,3.63

Parameter,Value
Sample ID,2
Initial pH,5.81
Sample volume (mL),30

Acid Added (µL),pH
+200,5.79
+1000,5.47
+1000,4.65
+50,4.52
+50,4.42
+50,4.32
+20,4.27
+20,4.22
+20,4.19
+50,4.13
+50,4.04
+50,3.96
+100,3.82
+100,3.71
+200,3.54

Parameter,Value
Sample ID,3
Initial pH,6.33
Sample volume (mL),30

Acid Added (µL),pH
+200,6.32
+1000,6.22
+1000,6.09
+1000,5.95
+1000,5.79
+1000,5.61
+1000,5.39
+600,4.87
